,Address,Postcode,Size in m²,Rooms,Prize in €
0,"Apartment Brouwersgracht 248 K


                       ", 1013 HE ,60 ,2,"2,150"
0,"Apartment Wittgensteinlaan 340


                       ", 1062 KJ ,77 ,3,"3,000"
0,"Apartment Derde Helmersstraat 74 1


                       ", 1054 BL ,67 ,2,"3,000"
0,"Apartment Klaas Katerstraat


                       ", 1069 RT ,50 ,6,"4,500"
0,"Apartment Ecuplein 15


                       ", 1060 RN ,86 ,3,"2,500"
0,"Apartment Bloemstraat 36 E


                       ", 1016 LC ,45 ,2,"2,500"
0,"Apartment Jacob Burggraafstraat 174


                       ", 1018 WA ,02 ,2,"2,150"
0,"Apartment Niasstraat


                       ", 1095 TS ,55 ,3,"2,800"
0,, 1071 HX ,15 ,7,"0,200"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,64 ,2,"2,200"
0,"Apartment Graafschapstraat


                       ", 1079 PE ,55 ,2,"2,500"
0,"Apartment Paardenstraat 2 F


                       ", 1017 CX ,75 ,2,"1,700"
0,"Apartment Van der Duijnstraat


                       ", 1051 AT ,65 ,3,"2,150"
0,"Apartment Recht Boomssloot 63 3


                       ", 1011 CV ,65 ,3,"2,000"
0,"Apartment Hestiastraat


                       ", 1076 DK ,80 ,3,"3,050"
0,"Apartment Westermarkt 15 B


                       ", 1016 DH ,62 ,2,"3,500"
0,"Apartment Meer en Vaart 6 A


                       ", 1068 ZZ ,20 ,4,"2,500"
0,"Apartment Leliegracht 49 4


                       ", 1016 GT ,74 ,2,"4,300"
0,"Apartment Stadhouderskade 142 I


                       ", 1074 BA ,57 ,4,"7,600"
0,"Apartment Eosstraat


                       ", 1076 DT ,94 ,3,"3,150"
0,"Apartment Stadionweg


                       ", 1076 NM ,60 ,2,"3,000"
0,"Apartment Nijenburg 53


                       ", 1081 GE ,83 ,3,"3,600"
0,"Apartment Tintorettostraat 17 II


                       ", 1077 RN ,66 ,5,"2,950"
0,"Apartment Wamberg 69


                       ", 1083 CZ ,18 ,4,"4,500"
0,"Apartment Van Speijkstraat


                       ", 1057 GZ ,65 ,2,"2,300"
0,, 1067 MX ,00 ,8,"4,650"
0,"Apartment Faas Wilkesstraat


                       ", 1095 MD ,85 ,4,"3,150"
0,"Apartment Dijkgraafplein


                       ", 1069 EV ,99 ,4,"2,500"
0,"Apartment Gibraltarstraat


                       ", 1055 NK ,50 ,3,"2,500"
0,"Apartment Stadionplein


                       ", 1076 CK ,75 ,3,"2,150"
0,"Apartment Eerste Van der Helststraat


                       ", 1073 AA ,70 ,3,"3,150"
0,"Apartment Aalsmeerweg 127 2


                       ", 1059 AH ,72 ,3,"2,800"
0,"Apartment Ceintuurbaan


                       ", 1074 EB ,60 ,2,"2,800"
0,"Apartment Gerard Doustraat 69 B


                       ", 1072 VL ,55 ,2,"3,000"
0,"Apartment Rondeel 56


                       ", 1083 ME ,00 ,3,"2,500"
0,"Apartment Vondelstraat 122 3


                       ", 1054 GS ,70 ,2,"3,500"
0,"Apartment Parnassusweg 159


                       ", 1077 DE ,10 ,4,"4,450"
0,"Apartment Staalkade 6 H


                       ", 1011 JN ,62 ,3,"3,500"
0,"Apartment Orteliusstraat 118 3


                       ", 1057 BG ,55 ,3,"2,500"
0,"Apartment Bos en Lommerplantsoen 43 A


                       ", 1055 AA ,30 ,1,€2500
0,"Apartment Termini 463


                       ", 1025 XM ,75 ,3,"3,000"
0,"Apartment Termini 419


                       ", 1025 XM ,69 ,3,"2,300"
0,"Apartment Bilderdijkstraat 195 3A


                       ", 1053 KS ,30 ,2,"2,300"
0,"Apartment Curaçaostraat


                       ", 1058 BT ,62 ,2,"2,500"
0,"Apartment Rustenburgerstraat 303 1


                       ", 1073 GE ,50 ,3,"4,000"
0,"Apartment Omval 261


                       ", 1096 HR ,80 ,3,"3,500"
0,"Apartment Nicolaas Beetsstraat


                       ", 1054 XV ,66 ,3,"2,150"
0,"Apartment Markonstraat 3


                       ", 1096 GA ,41 ,4,"2,500"
0,"Apartment Billie Holidaystraat


                       ", 1066 HA ,30 ,2,"1,300"
0,"Apartment Mosplein 8 C


                       ", 1031 AA ,83 ,3,"2,000"
0,"Apartment Volewijkshof 32


                       ", 1031 AH ,96 ,5,"3,000"
0,"Apartment Oudezijds Voorburgwal 171 C


                       ", 1012 EV ,55 ,2,"2,300"
0,"Apartment Berenstraat


                       ", 1016 GH ,45 ,1,"2,500"
0,"Apartment Eerste Tuindwarsstraat


                       ", 1015 RV ,34 ,2,"2,500"
0,"Apartment Hillegomstraat


                       ", 1058 LS ,73 ,2,"2,500"
0,"Apartment Groenhoven 751


                       ", 1103 LX ,14 ,1,€1500
0,"Apartment Marco Polostraat


                       ", 1057 WR ,60 ,2,"3,000"
0,"Apartment Huidekoperstraat 22 K


                       ", 1017 ZM ,90 ,2,"4,450"
0,"Apartment Plantage Kerklaan 10 1


                       ", 1018 TA ,59 ,3,"2,200"
0,"Apartment Albert Cuypstraat


                       ", 1072 CR ,52 ,2,"2,800"
0,"Apartment Burgemeester Fockstraat


                       ", 1063 EB ,91 ,5,"2,500"
0,"Apartment Hobbemakade


                       ", 1071 XK ,75 ,2,"3,500"
0,"Apartment Marnixkade 58


                       ", 1015 XV ,65 ,3,"2,800"
0,"Apartment Lucellestraat 36 3


                       ", 1055 JA ,68 ,4,"3,500"
0,"Apartment Brouwersgracht 248 K


                       ", 1013 HE ,60 ,2,"2,150"
0,"Apartment Amstel


                       ", 1018 EK ,75 ,2,"3,500"
0,"Apartment Brederodestraat


                       ", 1054 VC ,65 ,3,"2,350"
0,"Apartment Kinkerstraat 59 IV


                       ", 1053 DE ,65 ,4,"3,150"
0,"Apartment Fagelstraat 71 2


                       ", 1052 EZ ,57 ,3,"3,500"
0,"Apartment Nicolaas Maesstraat


                       ", 1071 PR ,65 ,3,"2,500"
0,"Apartment Keizersgracht 138 F


                       ", 1015 CW ,15 ,5,"7,000"
0,"Apartment Bos en Lommerweg 321 I


                       ", 1055 DZ ,72 ,3,"2,500"
0,"Apartment Leidsegracht 24 4


                       ", 1016 CL ,80 ,2,"3,150"
0,"Apartment Kiefskamp


                       ", 1082 JZ ,05 ,3,"5,000"
0,"Apartment Binnen Brouwersstraat


                       ", 1013 EE ,97 ,4,"5,700"
0,"Apartment Admiraal De Ruijterweg 164 E


                       ", 1056 GX ,77 ,2,"3,500"
0,"Apartment Willemsstraat 204


                       ", 1015 JG ,90 ,3,"4,500"
0,"Apartment Willemsstraat 206


                       ", 1015 JG ,90 ,3,"4,500"
0,"Apartment Willemsstraat 208


                       ", 1015 JG ,89 ,3,"4,500"
0,"Apartment Preangerstraat 11 D


                       ", 1095 GZ ,89 ,3,"1,700"
0,"Apartment Emmy Andriessestraat 328


                       ", 1087 ML ,19 ,4,"2,000"
0,"Apartment Koopvaardersplantsoen 20


                       ", 1034 KE ,94 ,3,"1,700"
0,, 1087 LD ,20 ,5,"3,250"
0,"Apartment De Wittenkade 55 C


                       ", 1052 AD ,90 ,3,"3,900"
0,"Apartment De Wittenkade 11 E


                       ", 1052 AA ,03 ,4,"3,000"
0,"Apartment Derde Oosterparkstraat 248


                       ", 1092 EL ,57 ,2,"3,000"
0,"Apartment Jan van Zutphenstraat


                       ", 1069 RR ,97 ,3,"2,600"
0,"Apartment Vierwindenstraat


                       ", 1013 LA ,95 ,3,"3,650"
0,"Apartment Kijkduinstraat


                       ", 1055 XP ,54 ,3,"2,300"
0,"Apartment Elizabeth Cady Stantonplein


                       ", 1102 BL ,28 ,1,€1850
0,"Apartment Govert Flinckstraat 122 1


                       ", 1072 EM ,70 ,2,"4,000"
0,"Apartment Nassaukade


                       ", 1052 CE ,85 ,4,"4,000"
0,"Apartment Vondelstraat 57 pt


                       ", 1054 GK ,80 ,3,"4,350"
0,"Apartment Langswater 859


                       ", 1069 EH ,65 ,3,"2,500"
0,"Apartment Raamdwarsstraat 4


                       ", 1016 XN ,75 ,3,"3,500"
0,"Apartment Aalsmeerweg 127 2


                       ", 1059 AH ,72 ,3,"2,800"
0,"Apartment Brouwersgracht 248 C


                       ", 1013 HE ,78 ,2,"3,000"
0,"Apartment Solitudolaan


                       ", 1096 DS ,94 ,3,"2,950"
0,"Apartment Lindenhoeveweg


                       ", 1096 DT ,64 ,3,"3,000"
0,"Apartment Faas Wilkesstraat 163 A


                       ", 1095 MD ,73 ,2,"2,700"
0,"Apartment Bolestein 392


                       ", 1081 EG ,93 ,3,"3,000"
0,"Apartment Prins Hendrikkade 129 4V


                       ", 1011 AP ,70 ,3,"3,000"
0,"Apartment Willem de Zwijgerlaan 132 H


                       ", 1056 JV ,55 ,2,"2,150"
0,"Apartment Rondeel


                       ", 1083 MG ,93 ,3,"3,000"
0,"Apartment Overvoorde


                       ", 1082 GB ,68 ,3,"2,500"
0,, 1018 EG ,70 ,3,"4,500"
0,"Apartment Esmoreitstraat 31 3


                       ", 1055 CA ,70 ,4,"3,500"
0,, 1058 AS ,74 ,3,"3,500"
0,"Apartment Spuistraat


                       ", 1012 VN ,52 ,2,"2,150"
0,"Apartment Amsteldijk


                       ", 1074 HS ,82 ,3,"4,750"
0,"Apartment Frieslandstraat 177


                       ", 1082 TN ,90 ,3,"2,500"
0,"Apartment Waverstraat


                       ", 1079 VH ,55 ,3,"3,000"
0,"Apartment Van Nijenrodeweg


                       ", 1082 HP ,35 ,2,"3,000"
0,"Apartment Kleiburg 722


                       ", 1104 EA ,00 ,3,"2,150"
0,"Apartment Burgemeester Fockstraat


                       ", 1063 EA ,65 ,3,"2,150"
0,"Apartment Faas Wilkesstraat 391


                       ", 1095 MD ,50 ,2,"2,300"
0,"Apartment Burgemeester Hogguerstraat


                       ", 1064 CR ,50 ,2,"2,500"
0,"Apartment Govert Flinckstraat


                       ", 1072 EM ,01 ,3,"6,500"
0,"Apartment Bolestein


                       ", 1081 EE ,78 ,3,"2,500"
0,"Apartment Burgemeester Hogguerstraat 793 C


                       ", 1064 EB ,44 ,2,"2,500"
0,"Apartment Burgemeester Hogguerstraat 791 D


                       ", 1064 EB ,50 ,2,"2,500"
0,"Apartment Rondeel 48


                       ", 1083 ME ,00 ,3,"2,500"
0,"Apartment Gustav Mahlerlaan 359


                       ", 1082 MK ,32 ,3,"9,850"
0,, 1024 MA ,19 ,4,"3,500"
0,"Apartment Boeroestraat


                       ", 1095 VP ,79 ,3,"3,000"
0,"Apartment Keizersgracht 114 A


                       ", 1015 CV ,70 ,2,"4,000"
0,"Apartment Mary van der Sluisstraat


                       ", 1095 ME ,42 ,1,€2500
0,"Apartment Ceintuurbaan


                       ", 1074 EB ,60 ,2,"2,800"
0,"Apartment Lucellestraat 36 3


                       ", 1055 JA ,68 ,4,"3,500"
0,"Apartment Keizersgracht 590 D


                       ", 1017 EN ,03 ,2,"5,500"
0,"Apartment Prinseneiland 27 B


                       ", 1013 LL ,83 ,3,"5,000"
0,"Apartment Wilhelminastraat 170 III


                       ", 1054 WS ,85 ,3,"3,500"
0,"Apartment Parnassusweg 183


                       ", 1077 DE ,80 ,3,"4,450"
0,"Apartment Utrechtsestraat


                       ", 1017 VS ,50 ,2,"1,700"
0,"Apartment Van Reigersbergenstraat


                       ", 1052 SP ,45 ,2,"2,350"
0,"Apartment Overschiestraat 170 B6


                       ", 1062 XK ,77 ,3,"2,600"
0,"Apartment Spuistraat


                       ", 1012 VP ,55 ,2,"3,500"
0,"Apartment Spuistraat


                       ", 1012 VP ,66 ,3,"3,650"
0,"Apartment J.J. Cremerplein


                       ", 1054 TL ,60 ,3,"3,000"
0,"Apartment Nieuwe Prinsengracht


                       ", 1018 VW ,64 ,3,"2,800"
0,"Apartment Tweede Nassaustraat 40 2


                       ", 1052 BP ,60 ,3,"2,500"
0,"Apartment Lindengracht 78 H


                       ", 1015 KJ ,65 ,2,"2,500"
0,"Apartment Rustenburgerstraat


                       ", 1072 HB ,51 ,3,"3,500"
0,"Apartment Willem de Zwijgerlaan


                       ", 1055 RD ,60 ,2,"2,000"
0,"Apartment Kerkstraat 167 II


                       ", 1017 GH ,78 ,3,"4,350"
0,"Apartment Brouwersgracht


                       ", 1013 HG ,80 ,3,"4,500"
0,"Apartment Bloemgracht 124 E


                       ", 1015 TP ,10 ,3,"4,500"
0,"Apartment Termini 403


                       ", 1025 XM ,68 ,3,"2,300"
0,"Apartment Grote Ruwenberg


                       ", 1083 BR ,68 ,3,"2,500"
0,"Apartment Oudezijds Voorburgwal 43 B


                       ", 1012 EJ ,28 ,2,"2,000"
0,"Apartment Singel


                       ", 1012 WG ,75 ,2,"3,000"
0,"Apartment Anjeliersstraat 55


                       ", 1015 ND ,28 ,2,"2,500"
0,"Apartment Termini 405


                       ", 1025 XM ,68 ,3,"2,300"
0,"Apartment Termini 393


                       ", 1025 XM ,75 ,3,"2,300"
0,"Apartment Ruiseveenpad 102


                       ", 1106 AN ,85 ,5,"2,500"
0,"Apartment Prins Hendrikkade


                       ", 1011 TC ,99 ,3,"2,000"
0,"Apartment Lia Doranastraat 21


                       ", 1031 HK ,91 ,4,"3,000"
0,"Apartment Balistraat 76 1


                       ", 1094 JR ,42 ,2,"2,500"
0,"Apartment Corantijnstraat


                       ", 1058 DC ,54 ,2,"2,500"
0,"Apartment Brouwersgracht 248 K


                       ", 1013 HE ,60 ,2,"2,150"
0,"Apartment Aalsmeerweg 127 2


                       ", 1059 AH ,72 ,3,"2,800"
0,"Apartment Jan Tooropstraat


                       ", 1062 BK ,81 ,2,"2,500"
0,"Apartment Welnastraat


                       ", 1096 GJ ,77 ,5,"6,000"
0,"Apartment Daniël Stalpertstraat


                       ", 1072 XD ,70 ,2,"2,500"
0,"Apartment Singel


                       ", 1012 VH ,10 ,3,"4,500"
0,"Apartment Amsteldijk 47 hs


                       ", 1074 HW ,40 ,3,"4,500"
0,"Apartment Rinus Michelslaan 239


                       ", 1061 MB ,60 ,2,"2,000"
0,"Apartment Pieter Langendijkstraat


                       ", 1054 XX ,65 ,3,"4,000"
0,"Apartment Derde Weteringdwarsstraat


                       ", 1017 TA ,95 ,5,"4,200"
0,"Apartment Haarlemmer Houttuinen


                       ", 1013 GM ,00 ,4,"4,000"
0,"Apartment Prinsengracht


                       ", 1016 HM ,00 ,3,"3,650"
0,"Apartment Jan van Zutphenstraat 127


                       ", 1069 RR ,28 ,4,"4,450"
0,"Apartment Haarlemmerstraat


                       ", 1013 ES ,36 ,2,"2,300"
0,"Apartment Herengracht


                       ", 1016 BJ ,70 ,2,"3,150"
0,"Apartment Van Nijenrodeweg 366


                       ", 1082 HE ,87 ,3,"3,150"
0,"Apartment Postjesweg 246


                       ", 1061 AX ,40 ,4,"2,950"
0,"Apartment Beursstraat 33 M


                       ", 1012 JV ,42 ,2,"4,000"
0,"Apartment Albert Cuypstraat


                       ", 1072 CK ,46 ,2,"2,350"
0,"Apartment Veembroederhof


                       ", 1019 HD ,00 ,3,"4,450"
0,"Apartment Lia Doranastraat


                       ", 1031 HK ,90 ,4,"3,000"
0,"Apartment Parnassusweg


                       ", 1076 AT ,80 ,3,"3,500"
0,"Apartment Jan van Riebeekstraat 15 3


                       ", 1057 ZW ,52 ,2,"3,500"
0,"Apartment Albert Cuypstraat


                       ", 1073 BL ,38 ,1,"2,500"
0,"Apartment Kerkstraat


                       ", 1017 HX ,00 ,4,"4,750"
0,"Apartment Gustav Mahlerlaan


                       ", 1082 MK ,45 ,1,"2,000"
0,"Apartment Pieter Calandlaan


                       ", 1068 NE ,81 ,3,"2,150"
0,"Apartment Bilderdijkstraat


                       ", 1053 KN ,50 ,2,"2,750"
0,"Apartment Nieuwe Achtergracht 83 IV


                       ", 1018 WN ,59 ,2,"3,000"
0,"Apartment Nieuwe Hoogstraat 6 III


                       ", 1011 HE ,55 ,2,"2,000"
0,"Apartment Krooswijkhof 35


                       ", 1083 JB ,10 ,3,"3,000"
0,"Apartment Belgiëplein 99


                       ", 1066 RC ,75 ,4,"2,150"
0,"Apartment Ceintuurbaan


                       ", 1074 EB ,60 ,2,"2,800"
0,"Apartment Curaçaostraat


                       ", 1058 BT ,62 ,2,"2,050"
0,"Apartment Westerstraat


                       ", 1015 MP ,24 ,1,"2,000"
0,"Apartment Wamberg 53


                       ", 1083 CX ,13 ,4,"4,450"
0,"Apartment Hobbemastraat 4 III


                       ", 1071 ZA ,45 ,2,"2,150"
0,"Apartment Valeriusstraat 41 hs


                       ", 1071 MD ,87 ,7,"9,500"
0,"Apartment Ruysdaelstraat 38 2


                       ", 1071 XD ,70 ,2,"3,000"
0,"Apartment Ruysdaelstraat 36 2


                       ", 1071 XD ,65 ,2,"2,150"
0,"Apartment Nicolaas Beetsstraat


                       ", 1053 RL ,80 ,4,"3,500"
0,"Apartment Clauskindereweg 61


                       ", 1069 HN ,10 ,1,€1100
0,"Apartment Johannes Worpstraat


                       ", 1076 BC ,95 ,3,"3,500"
0,"Apartment Prinsengracht 42 2


                       ", 1015 DW ,75 ,3,"4,450"
0,"Apartment Bosboom Toussaintstraat


                       ", 1054 AM ,63 ,3,"2,200"
0,"Apartment Marcusstraat 5 3


                       ", 1091 TH ,55 ,3,"2,800"
0,"Apartment Ten Katestraat


                       ", 1053 BX ,74 ,4,"4,450"
0,"Apartment Barajasweg



                       ", 1043 CP ,35 ,1,€1500
0,"Apartment Filips van Almondestraat 2 hs


                       ", 1057 ZT ,20 ,3,"3,050"
0,"Apartment Marnixstraat 48 2L


                       ", 1015 VT ,73 ,3,"4,450"
0,"Apartment Frans van Mierisstraat 89 II


                       ", 1071 RN ,65 ,2,"4,000"
0,"Apartment Elisabeth Wolffstraat


                       ", 1053 TT ,62 ,3,"2,800"
0,"Apartment Geldersekade 98 bel


                       ", 1012 BM ,53 ,2,"1,950"
0,"Apartment Brouwersgracht


                       ", 1013 GW ,51 ,2,"3,000"
0,"Apartment George Gershwinlaan 195


                       ", 1082 MT ,80 ,3,"4,450"
0,"Apartment Vrolikstraat 286 1


                       ", 1092 VA ,58 ,3,"2,500"
0,"Apartment Goudsbloemstraat 16 C


                       ", 1015 JP ,61 ,3,"3,000"
0,"Apartment Nieuwezijds Voorburgwal 28 A


                       ", 1012 RZ ,76 ,3,"3,650"
0,"Apartment Sloterkade


                       ", 1059 EB ,06 ,2,"3,650"
0,"Apartment Amstel


                       ", 1011 PT ,69 ,3,"4,350"
0,"Apartment George Gershwinlaan 83 D +PP


                       ", 1082 MT ,07 ,4,"3,500"
0,"Apartment Bilderdijkstraat


                       ", 1053 LE ,57 ,2,"1,700"
0,"Apartment Jan Hanzenstraat 78 C


                       ", 1053 ST ,90 ,4,"4,500"
0,"Apartment Gustav Mahlerlaan


                       ", 1082 ME ,50 ,3,"6,000"
0,"Apartment Brouwersgracht 248 A


                       ", 1013 HE ,78 ,2,"4,000"
0,"Apartment Brouwersgracht 248 B


                       ", 1013 HE ,62 ,2,"2,800"
0,"Apartment Amstelveenseweg 142 H


                       ", 1075 XM ,41 ,2,"2,350"
